Customer,Spectral Frequency,K-means cluster,Profiles
2001,0.83,21,['E3B']
2002,0.53,6,['E3A']
2003,24.0,1,['E3C']
2004,0.5,6,['E3C']
2005,24.0,1,['E3B']
2006,24.0,1,['E3A']
2007,0.51,6,['KVKSEGMENT_7']
2008,8.0,7,['KVKSEGMENT_19']
2009,0.59,17,['KVKSEGMENT_4']
2011,0.63,22,['KVKSEGMENT_14']
2012,0.52,6,['E3C']
2013,24.0,1,['KVKSEGMENT_1']
2014,0.96,0,['KVKSEGMENT_10']
2016,2.0,9,['E3C']
2017,24.0,1,['E3C']
2018,1.0,0,['KVKSEGMENT_8']
2020,24.0,1,['KVKSEGMENT_1']
2023,0.54,25,['KVKSEGMENT_10']
2025,24.0,1,['KVKSEGMENT_18']
2026,0.56,25,['E3A']
2029,24.0,1,['KVKSEGMENT_14']
2031,1.0,0,['E3C']
2032,24.0,1,['KVKSEGMENT_13']
2035,24.0,1,['KVKSEGMENT_8']
2039,24.0,1,['KVKSEGMENT_8']
2040,0.5,6,['E3C']
2044,12.0,2,['KVKSEGMENT_14']
2047,24.0,1,['KVKSEGMENT_13']
2048,24.0,1,['KVKSEGMENT_13']
2049,0.69,22,['E3A']
2050,0.89,21,['KVKSEGMENT_8']
2051,0.59,17,['KVKSEGMENT_13']
2056,0.66,22,['E3A']
2057,0.52,6,['KVKSEGMENT_18']
2058,24.0,1,['KVKSEGMENT_14']
2059,0.6,17,['E3C']
2060,24.0,1,['KVKSEGMENT_8']
2061,0.55,25,['E3C']
2062,24.0,1,['KVKSEGMENT_8']
2063,1.0,0,['KVKSEGMENT_14']
2064,0.75,13,['KVKSEGMENT_12']
2065,0.52,6,['KVKSEGMENT_14']
2066,0.55,25,['E3D']
2068,24.0,1,['KVKSEGMENT_17']
2069,24.0,1,['KVKSEGMENT_1']
2070,1.0,0,['KVKSEGMENT_4']
2071,0.51,6,['E3A']
2072,24.0,1,['E3A']
2074,24.0,1,['E3A']
2078,0.5,6,['E3C']
2079,1.0,0,['KVKSEGMENT_4']
2080,0.56,25,['E3C']
2081,24.0,1,['E3B']
2082,24.0,1,['KVKSEGMENT_14']
2083,8.0,7,['KVKSEGMENT_19']
2084,1.0,0,['E3B']
2086,24.0,1,['KVKSEGMENT_19']
2087,24.0,1,['KVKSEGMENT_1']
2088,24.0,1,['KVKSEGMENT_19']
2089,0.63,22,['E3B']
2090,12.0,2,['E3B']
2092,24.0,1,['E3C']
2093,24.0,1,['E3B']
2094,1.11,14,['E3A']
2096,24.0,1,['KVKSEGMENT_17']
2098,24.0,1,['KVKSEGMENT_13']
2099,1.0,0,['KVKSEGMENT_14']
2100,1.65,18,['E3C']
2101,0.56,25,['E3B']
2104,0.62,17,['E3A']
2105,24.0,1,['E3B']
2106,0.57,25,['KVKSEGMENT_1']
2109,24.0,1,['E3B']
2110,24.0,1,['E3A']
2111,24.0,1,['E3B']
2113,0.5,6,['KVKSEGMENT_8']
2114,0.62,17,['E3C']
2115,12.0,2,['KVKSEGMENT_9']
2116,0.51,6,['KVKSEGMENT_8']
2117,24.0,1,['E3A']
2118,24.0,1,['KVKSEGMENT_13']
2121,1.0,0,['KVKSEGMENT_1']
2123,0.51,6,['KVKSEGMENT_13']
2125,24.0,1,['KVKSEGMENT_14']
2128,0.57,25,['KVKSEGMENT_12']
2129,24.0,1,['E3C']
2130,0.5,6,['KVKSEGMENT_16']
2131,0.55,25,['E3A']
2133,24.0,1,['KVKSEGMENT_1']
2134,2.0,9,['E3C']
2138,0.5,6,['E3A']
2140,1.5,10,['KVKSEGMENT_2']
2141,24.0,1,['E3B']
2142,24.0,1,['KVKSEGMENT_13']
2144,24.0,1,['KVKSEGMENT_19']
2145,0.54,25,['KVKSEGMENT_1']
2146,24.0,1,['E3C']
2147,24.0,1,['KVKSEGMENT_10']
2148,0.5,6,['E3B']
2149,24.0,1,['KVKSEGMENT_14']
2150,24.0,1,['E3A']
2152,24.0,1,['E3B']
2153,0.59,17,['E3A']
2154,24.0,1,['KVKSEGMENT_4']
2156,0.65,22,['E3C']
2158,0.5,6,['KVKSEGMENT_10']
2163,0.5,6,['E3B']
2164,24.0,1,['KVKSEGMENT_8']
2165,0.56,25,['E3B']
2168,1.2,14,['KVKSEGMENT_8']
2170,24.0,1,['KVKSEGMENT_8']
2171,0.5,6,['E3C']
2173,24.0,1,['KVKSEGMENT_16']
2175,0.5,6,['E3B']
2176,1.85,24,['E3C']
2180,4.0,8,['KVKSEGMENT_2']
2181,24.0,1,['KVKSEGMENT_13']
2182,8.0,7,['KVKSEGMENT_19']
2183,0.56,25,['KVKSEGMENT_19']
2184,24.0,1,['KVKSEGMENT_1']
2186,2.4,5,['KVKSEGMENT_20']
2187,0.5,6,['KVKSEGMENT_8']
2190,0.98,0,['KVKSEGMENT_18']
2192,0.55,25,['E3B']
2194,24.0,1,['KVKSEGMENT_19']
2196,0.5,6,['E3C']
2198,0.51,6,['KVKSEGMENT_8']
2199,24.0,1,['KVKSEGMENT_1']
2202,12.0,2,['KVKSEGMENT_1']
2204,0.59,17,['KVKSEGMENT_19']
2206,1.71,18,['E3A']
2207,0.6,17,['KVKSEGMENT_9']
2208,0.52,6,['E3D']
2209,6.0,4,['E3A']
2210,0.52,6,['KVKSEGMENT_18']
2211,2.4,5,['KVKSEGMENT_18']
2212,0.5,6,['KVKSEGMENT_14']
2213,0.91,21,['E3C']
2216,24.0,1,['E3B']
2221,24.0,1,['E3B']
2222,24.0,1,['KVKSEGMENT_13']
2223,0.53,6,['E3A']
2224,3.0,11,['E3B']
2226,0.89,21,['E3C']
2227,8.0,7,['E3C']
2228,24.0,1,['KVKSEGMENT_8']
2230,24.0,1,['E3A']
2231,0.96,0,['KVKSEGMENT_19']
2232,24.0,1,['E3C']
2233,24.0,1,['KVKSEGMENT_18']
2234,0.51,6,['E3A']
2240,24.0,1,['KVKSEGMENT_4']
2242,0.5,6,['E3C']
2243,24.0,1,['KVKSEGMENT_1']
2250,0.53,6,['E3D']
2251,24.0,1,['KVKSEGMENT_16']
2252,24.0,1,['E3A']
2253,0.55,25,['KVKSEGMENT_18']
2255,0.5,6,['E3C']
2257,0.64,22,['E3A']
2258,24.0,1,['KVKSEGMENT_16']
2259,24.0,1,['KVKSEGMENT_4']
2260,0.82,21,['KVKSEGMENT_4']
2262,24.0,1,['KVKSEGMENT_8']
2265,24.0,1,['KVKSEGMENT_1']
2266,1.5,10,['KVKSEGMENT_8']
2267,24.0,1,['E3A']
2268,0.6,17,['KVKSEGMENT_6']
2269,0.5,6,['KVKSEGMENT_8']
2270,1.6,18,['E3B']
2271,1.6,18,['KVKSEGMENT_8']
2272,24.0,1,['KVKSEGMENT_13']
2273,0.7,22,['E3A']
2275,0.83,21,['KVKSEGMENT_6']
2277,0.53,6,['E3A']
2278,24.0,1,['KVKSEGMENT_14']
2279,0.5,6,['KVKSEGMENT_2']
2281,0.59,17,['KVKSEGMENT_4']
2282,24.0,1,['KVKSEGMENT_1']
2284,1.2,14,['KVKSEGMENT_8']
2285,12.0,2,['KVKSEGMENT_10']
2287,24.0,1,['E3B']
2288,24.0,1,['KVKSEGMENT_18']
2289,0.52,6,['KVKSEGMENT_1']
2291,0.56,25,['E3D']
2292,0.52,6,['KVKSEGMENT_20']
2293,24.0,1,['KVKSEGMENT_18']
2297,0.65,22,['E3A']
2298,1.41,10,['KVKSEGMENT_1']
2300,0.54,25,['KVKSEGMENT_19']
2301,0.5,6,['KVKSEGMENT_8']
2302,1.14,14,['KVKSEGMENT_8']
2304,24.0,1,['E3C']
2305,24.0,1,['KVKSEGMENT_13']
2306,24.0,1,['KVKSEGMENT_4']
2307,24.0,1,['E3C']
2308,0.67,22,['KVKSEGMENT_7']
2309,24.0,1,['E3B']
2310,24.0,1,['KVKSEGMENT_19']
2311,2.67,16,['KVKSEGMENT_4']
2312,24.0,1,['KVKSEGMENT_12']
2313,24.0,1,['KVKSEGMENT_19']
2314,24.0,1,['KVKSEGMENT_14']
2316,0.57,25,['E3B']
2318,0.67,22,['KVKSEGMENT_9']
2319,24.0,1,['KVKSEGMENT_18']
2320,1.52,10,['KVKSEGMENT_8']
2321,24.0,1,['KVKSEGMENT_14']
2322,0.62,17,['E3C']
2323,0.5,6,['E3A']
2325,24.0,1,['E3A']
2330,24.0,1,['E3C']
2332,0.75,13,['KVKSEGMENT_18']
2335,24.0,1,['E3B']
2338,24.0,1,['KVKSEGMENT_7']
2340,1.5,10,['KVKSEGMENT_8']
2342,0.5,6,['E3A']
2344,2.4,5,['KVKSEGMENT_8']
2345,24.0,1,['KVKSEGMENT_4']
2346,1.0,0,['KVKSEGMENT_8']
2347,1.33,19,['E3A']
2348,24.0,1,['E3C']
2349,24.0,1,['E3B']
2352,24.0,1,['E3A']
2353,0.98,0,['KVKSEGMENT_1']
2354,0.53,6,['E3A']
2355,0.78,13,['KVKSEGMENT_18']
2356,24.0,1,['E3B']
2357,24.0,1,['E3A']
2358,0.5,6,['KVKSEGMENT_8']
2359,8.0,7,['KVKSEGMENT_8']
2360,24.0,1,['KVKSEGMENT_2']
2361,24.0,1,['KVKSEGMENT_8']
2365,24.0,1,['KVKSEGMENT_1']
2367,0.57,25,['E3C']
2368,24.0,1,['KVKSEGMENT_8']
2369,0.5,6,['E3C']
2370,8.0,7,['E3B']
2373,0.5,6,['KVKSEGMENT_16']
2377,24.0,1,['KVKSEGMENT_13']
2379,0.6,17,['E3B']
2381,0.65,22,['KVKSEGMENT_8']
2384,0.53,6,['KVKSEGMENT_8']
2385,0.56,25,['KVKSEGMENT_13']
2386,24.0,1,['E3C']
2387,1.44,10,['E3A']
2390,0.55,25,['E3A']
2391,3.0,11,['E3B']
2392,4.8,12,['KVKSEGMENT_10']
2393,24.0,1,['KVKSEGMENT_14']
2394,0.5,6,['KVKSEGMENT_8']
2395,24.0,1,['E3A']
2399,24.0,1,['E3C']
2400,0.58,17,['KVKSEGMENT_8']
2402,0.71,13,['E3A']
2403,0.56,25,['KVKSEGMENT_16']
2405,0.52,6,['KVKSEGMENT_1']
2406,0.5,6,['E3A']
2407,24.0,1,['KVKSEGMENT_1']
2408,12.0,2,['KVKSEGMENT_1']
2409,24.0,1,['KVKSEGMENT_13']
2412,0.56,25,['E3B']
2413,0.88,21,['E3A']
2414,0.59,17,['KVKSEGMENT_19']
2415,0.55,25,['KVKSEGMENT_9']
2416,0.75,13,['E3A']
2417,0.53,6,['E3A']
2418,24.0,1,['KVKSEGMENT_8']
2419,24.0,1,['KVKSEGMENT_19']
2421,0.75,13,['KVKSEGMENT_4']
2423,0.55,25,['KVKSEGMENT_20']
2424,0.83,21,['E3A']
2425,24.0,1,['E3B']
2426,3.43,15,['KVKSEGMENT_7']
2427,24.0,1,['KVKSEGMENT_1']
2430,8.0,7,['E3A']
2431,1.41,10,['KVKSEGMENT_18']
2432,0.52,6,['KVKSEGMENT_1']
2434,24.0,1,['KVKSEGMENT_13']
2436,0.52,6,['E3A']
2437,12.0,2,['E3B']
2439,1.2,14,['E3A']
2440,0.51,6,['KVKSEGMENT_10']
2441,0.51,6,['KVKSEGMENT_1']
2442,0.53,6,['KVKSEGMENT_19']
2443,6.0,4,['KVKSEGMENT_7']
2444,1.71,18,['KVKSEGMENT_4']
2445,0.52,6,['KVKSEGMENT_18']
2446,24.0,1,['KVKSEGMENT_13']
2447,24.0,1,['E3A']
2449,0.59,17,['E3B']
2452,1.5,10,['E3A']
2455,24.0,1,['E3B']
2457,24.0,1,['KVKSEGMENT_8']
2458,0.51,6,['KVKSEGMENT_2']
2459,12.0,2,['KVKSEGMENT_10']
2460,6.0,4,['E3A']
2461,2.4,5,['KVKSEGMENT_1']
2462,0.5,6,['E3C']
2463,24.0,1,['KVKSEGMENT_1']
2464,8.0,7,['KVKSEGMENT_15']
2465,12.0,2,['E3B']
2466,24.0,1,['E3C']
2469,0.5,6,['KVKSEGMENT_8']
2470,24.0,1,['KVKSEGMENT_1']
2471,24.0,1,['E3A']
2472,24.0,1,['KVKSEGMENT_7']
2473,1.6,18,['KVKSEGMENT_18']
2474,0.55,25,['KVKSEGMENT_1']
2475,24.0,1,['KVKSEGMENT_8']
2477,0.5,6,['KVKSEGMENT_16']
2478,0.51,6,['KVKSEGMENT_18']
2480,2.0,9,['KVKSEGMENT_9']
2482,0.53,6,['E3C']
2483,24.0,1,['E3A']
2486,24.0,1,['E3D']
2487,0.67,22,['KVKSEGMENT_11']
2488,2.67,16,['KVKSEGMENT_4']
2489,0.55,25,['KVKSEGMENT_8']
2493,0.51,6,['E3A']
2498,1.0,0,['KVKSEGMENT_8']
2499,24.0,1,['KVKSEGMENT_10']
2503,0.74,13,['KVKSEGMENT_20']
2504,0.57,25,['KVKSEGMENT_11']
2505,24.0,1,['KVKSEGMENT_14']
2507,1.26,19,['KVKSEGMENT_20']
2508,24.0,1,['KVKSEGMENT_8']
2510,1.0,0,['E3C']
2511,0.77,13,['KVKSEGMENT_19']
2512,8.0,7,['KVKSEGMENT_8']
2515,24.0,1,['KVKSEGMENT_1']
2516,0.54,25,['E3A']
2519,12.0,2,['KVKSEGMENT_10']
2520,24.0,1,['E3A']
2521,0.96,0,['KVKSEGMENT_2']
2524,0.57,25,['KVKSEGMENT_2']
2527,24.0,1,['KVKSEGMENT_14']
2528,2.4,5,['KVKSEGMENT_8']
2529,24.0,1,['E3C']
2530,0.51,6,['KVKSEGMENT_8']
2531,24.0,1,['KVKSEGMENT_7']
2532,24.0,1,['KVKSEGMENT_1']
2534,0.53,6,['KVKSEGMENT_13']
2535,0.79,13,['E3B']
2536,24.0,1,['KVKSEGMENT_8']
2537,24.0,1,['KVKSEGMENT_8']
2539,24.0,1,['E3A']
2540,0.99,0,['KVKSEGMENT_10']
2544,24.0,1,['KVKSEGMENT_12']
2545,0.52,6,['KVKSEGMENT_8']
2546,24.0,1,['E3B']
2548,0.61,17,['E3A']
2550,24.0,1,['KVKSEGMENT_16']
2551,24.0,1,['E3A']
2553,24.0,1,['KVKSEGMENT_1']
2555,1.26,19,['KVKSEGMENT_20']
2556,0.57,25,['E3C']
2557,0.51,6,['KVKSEGMENT_4']
2558,1.0,0,['KVKSEGMENT_10']
2559,24.0,1,['KVKSEGMENT_13']
2560,0.5,6,['KVKSEGMENT_8']
2561,24.0,1,['KVKSEGMENT_20']
2562,0.92,21,['KVKSEGMENT_8']
2564,24.0,1,['KVKSEGMENT_19']
2567,0.52,6,['E3C']
2568,12.0,2,['KVKSEGMENT_10']
2569,0.52,6,['KVKSEGMENT_4']
2570,24.0,1,['E3A']
2572,24.0,1,['KVKSEGMENT_13']
2573,24.0,1,['KVKSEGMENT_2']
2575,2.0,9,['E3A']
2576,4.48,12,['KVKSEGMENT_16']
2577,0.51,6,['E3A']
2579,0.57,25,['E3A']
2583,0.5,6,['KVKSEGMENT_19']
2584,0.59,17,['E3B']
2585,24.0,1,['KVKSEGMENT_12']
2586,24.0,1,['KVKSEGMENT_16']
2587,24.0,1,['KVKSEGMENT_1']
2590,24.0,1,['KVKSEGMENT_4']
2592,24.0,1,['KVKSEGMENT_4']
2594,0.59,17,['KVKSEGMENT_13']
2598,0.65,22,['E3B']
2599,0.54,25,['KVKSEGMENT_1']
2600,0.5,6,['E3B']
2601,1.09,0,['E3B']
2606,24.0,1,['KVKSEGMENT_18']
2608,24.0,1,['KVKSEGMENT_10']
2610,0.5,6,['KVKSEGMENT_4']
2611,0.5,6,['KVKSEGMENT_8']
2612,0.59,17,['E3A']
2613,24.0,1,['E3A']
2615,24.0,1,['KVKSEGMENT_8']
2616,24.0,1,['E3A']
2617,0.63,22,['KVKSEGMENT_1']
2619,24.0,1,['KVKSEGMENT_20']
2620,0.5,6,['KVKSEGMENT_1']
2622,0.6,17,['E3A']
2623,1.71,18,['E3B']
2624,24.0,1,['KVKSEGMENT_8']
2625,1.2,14,['E3C']
2626,24.0,1,['KVKSEGMENT_4']
2628,0.5,6,['E3A']
2630,0.55,25,['E3C']
2631,24.0,1,['KVKSEGMENT_1']
2634,0.72,13,['KVKSEGMENT_16']
2636,24.0,1,['E3A']
2638,0.86,21,['E3A']
2640,24.0,1,['KVKSEGMENT_10']
2643,0.5,6,['E3B']
2644,0.58,17,['KVKSEGMENT_11']
2645,0.52,6,['E3B']
2647,2.67,16,['E3A']
2649,0.5,6,['E3C']
2650,24.0,1,['E3A']
2651,0.51,6,['E3B']
2655,0.55,25,['KVKSEGMENT_6']
2656,24.0,1,['E3C']
2657,0.54,25,['KVKSEGMENT_18']
2658,0.62,17,['E3C']
2659,0.57,25,['KVKSEGMENT_11']
2661,24.0,1,['KVKSEGMENT_16']
2662,12.0,2,['KVKSEGMENT_13']
2664,0.5,6,['KVKSEGMENT_6']
2665,24.0,1,['E3B']
2666,24.0,1,['KVKSEGMENT_4']
2667,12.0,2,['E3C']
2668,12.0,2,['KVKSEGMENT_5']
2671,12.0,2,['KVKSEGMENT_1']
2672,0.52,6,['KVKSEGMENT_10']
2673,0.52,6,['KVKSEGMENT_17']
2674,24.0,1,['KVKSEGMENT_14']
2676,24.0,1,['E3A']
2677,0.54,25,['KVKSEGMENT_18']
2678,0.52,6,['KVKSEGMENT_20']
2679,0.55,25,['KVKSEGMENT_16']
2681,24.0,1,['KVKSEGMENT_1']
2682,0.54,25,['E3B']
2685,24.0,1,['KVKSEGMENT_1']
2687,1.04,0,['KVKSEGMENT_2']
2688,24.0,1,['KVKSEGMENT_10']
2689,24.0,1,['E3B']
2692,24.0,1,['KVKSEGMENT_1']
2693,0.65,22,['KVKSEGMENT_10']
2694,0.5,6,['E3C']
2696,24.0,1,['KVKSEGMENT_12']
2697,24.0,1,['E3A']
2698,0.5,6,['E3A']
2700,0.59,17,['E3B']
2701,24.0,1,['KVKSEGMENT_13']
2702,4.8,12,['KVKSEGMENT_6']
2703,1.0,0,['KVKSEGMENT_8']
2704,0.6,17,['KVKSEGMENT_16']
2707,0.5,6,['E3B']
2708,0.53,6,['KVKSEGMENT_4']
2709,24.0,1,['KVKSEGMENT_1']
2710,2.0,9,['KVKSEGMENT_9']
2711,12.0,2,['KVKSEGMENT_6']
2713,24.0,1,['KVKSEGMENT_1']
2716,0.54,25,['E3A']
2717,24.0,1,['E3A']
2718,6.0,4,['KVKSEGMENT_6']
2719,1.0,0,['E3C']
2720,0.51,6,['E3B']
2721,24.0,1,['KVKSEGMENT_8']
2722,2.0,9,['E3A']
2724,24.0,1,['KVKSEGMENT_13']
2726,0.55,25,['KVKSEGMENT_2']
2727,1.5,10,['E3C']
2728,24.0,1,['E3A']
2729,1.5,10,['E3A']
2730,2.03,9,['E3B']
2731,0.52,6,['E3C']
2732,24.0,1,['E3A']
2733,2.67,16,['KVKSEGMENT_1']
2735,24.0,1,['KVKSEGMENT_4']
2736,2.4,5,['KVKSEGMENT_8']
2740,24.0,1,['KVKSEGMENT_13']
2742,0.52,6,['E3C']
2746,1.0,0,['KVKSEGMENT_8']
2747,0.55,25,['KVKSEGMENT_8']
2748,24.0,1,['E3A']
2750,0.56,25,['KVKSEGMENT_16']
2753,0.5,6,['E3C']
2754,24.0,1,['E3A']
2756,0.51,6,['E3A']
2761,0.5,6,['KVKSEGMENT_19']
2762,0.84,21,['E3A']
2763,0.56,25,['E3B']
2764,24.0,1,['KVKSEGMENT_10']
2766,12.0,2,['E3D']
2768,1.02,0,['E3A']
2773,12.0,2,['KVKSEGMENT_1']
2774,24.0,1,['KVKSEGMENT_8']
2775,24.0,1,['E3B']
2777,24.0,1,['KVKSEGMENT_8']
2778,0.57,25,['KVKSEGMENT_16']
2779,0.51,6,['E3B']
2780,2.67,16,['KVKSEGMENT_7']
2781,0.51,6,['E3B']
2782,24.0,1,['KVKSEGMENT_16']
2783,0.55,25,['KVKSEGMENT_8']
2784,24.0,1,['KVKSEGMENT_4']
2786,24.0,1,['KVKSEGMENT_1']
2787,0.5,6,['E3A']
2788,6.0,4,['E3A']
2789,0.5,6,['KVKSEGMENT_19']
2790,0.51,6,['KVKSEGMENT_1']
2791,0.87,21,['E3A']
2792,24.0,1,['KVKSEGMENT_20']
2793,0.52,6,['KVKSEGMENT_18']
2794,0.51,6,['KVKSEGMENT_16']
2795,24.0,1,['E3C']
2796,24.0,1,['E3A']
2797,6.0,4,['KVKSEGMENT_14']
2799,0.55,25,['E3A']
2802,1.26,19,['E3B']
2804,1.85,24,['KVKSEGMENT_18']
2805,24.0,1,['E3C']
2806,24.0,1,['E3C']
2807,24.0,1,['KVKSEGMENT_10']
2809,24.0,1,['KVKSEGMENT_14']
2810,0.51,6,['KVKSEGMENT_1']
2811,24.0,1,['E3B']
2812,1.99,9,['E3C']
2814,1.28,19,['KVKSEGMENT_12']
2817,0.54,25,['E3B']
2821,4.0,8,['KVKSEGMENT_18']
2822,24.0,1,['KVKSEGMENT_8']
2824,0.54,25,['KVKSEGMENT_19']
2826,24.0,1,['KVKSEGMENT_10']
2831,0.51,6,['KVKSEGMENT_8']
2832,24.0,1,['E3A']
2834,24.0,1,['KVKSEGMENT_1']
2835,0.59,17,['KVKSEGMENT_13']
2836,0.56,25,['E3B']
2838,0.55,25,['E3C']
2839,24.0,1,['E3B']
2840,0.51,6,['E3A']
2841,24.0,1,['E3A']
2842,24.0,1,['KVKSEGMENT_14']
2843,0.67,22,['KVKSEGMENT_16']
2844,0.5,6,['E3B']
2846,0.63,22,['KVKSEGMENT_14']
2847,0.8,13,['KVKSEGMENT_4']
2848,8.0,7,['KVKSEGMENT_14']
2850,0.67,22,['E3B']
2851,0.59,17,['E3A']
2852,0.92,21,['E3A']
2853,6.0,4,['E3B']
2854,0.6,17,['KVKSEGMENT_16']
2855,7.99,7,['KVKSEGMENT_18']
2856,24.0,1,['E3C']
2858,24.0,1,['KVKSEGMENT_19']
2860,6.0,4,['KVKSEGMENT_4']
2862,1.6,18,['E3B']
2864,12.0,2,['KVKSEGMENT_1']
2866,1.09,0,['KVKSEGMENT_4']
2867,1.0,0,['E3C']
2869,0.5,6,['KVKSEGMENT_1']
2870,24.0,1,['KVKSEGMENT_18']
2871,24.0,1,['E3B']
2876,0.5,6,['KVKSEGMENT_8']
2877,24.0,1,['KVKSEGMENT_7']
2878,24.0,1,['E3B']
2879,12.0,2,['E3A']
2880,0.5,6,['KVKSEGMENT_8']
2881,0.89,21,['E3C']
2885,24.0,1,['KVKSEGMENT_8']
2886,1.71,18,['KVKSEGMENT_10']
2887,6.0,4,['E3C']
2890,24.0,1,['E3A']
2891,24.0,1,['E3A']
2892,24.0,1,['E3A']
2896,12.0,2,['KVKSEGMENT_10']
2897,24.0,1,['KVKSEGMENT_12']
2898,0.51,6,['KVKSEGMENT_11']
2901,24.0,1,['KVKSEGMENT_1']
2902,24.0,1,['KVKSEGMENT_20']
2903,0.65,22,['KVKSEGMENT_1']
2904,0.52,6,['E3A']
2905,0.62,17,['E3A']
2906,8.0,7,['KVKSEGMENT_9']
2907,24.0,1,['KVKSEGMENT_4']
2908,0.52,6,['E3A']
2909,24.0,1,['KVKSEGMENT_12']
2910,24.0,1,['KVKSEGMENT_14']
2911,24.0,1,['E3A']
2912,0.52,6,['KVKSEGMENT_16']
2914,0.51,6,['KVKSEGMENT_13']
2915,24.0,1,['E3B']
2916,0.53,6,['E3B']
2917,0.5,6,['E3B']
2918,24.0,1,['KVKSEGMENT_1']
2920,0.52,6,['KVKSEGMENT_20']
2921,24.0,1,['E3B']
2922,0.51,6,['KVKSEGMENT_8']
2923,24.0,1,['KVKSEGMENT_11']
2928,24.0,1,['KVKSEGMENT_1']
2930,0.55,25,['E3B']
2934,24.0,1,['KVKSEGMENT_8']
2936,24.0,1,['E3B']
2937,0.86,21,['KVKSEGMENT_13']
2938,1.52,10,['E3C']
2940,0.5,6,['KVKSEGMENT_10']
2941,24.0,1,['KVKSEGMENT_8']
2943,24.0,1,['KVKSEGMENT_4']
2945,0.5,6,['KVKSEGMENT_1']
2946,24.0,1,['E3C']
2948,24.0,1,['KVKSEGMENT_1']
2950,24.0,1,['KVKSEGMENT_8']
2951,24.0,1,['E3A']
2953,2.4,5,['E3A']
2955,0.57,25,['E3A']
2958,24.0,1,['E3C']
2959,24.0,1,['KVKSEGMENT_8']
2960,0.52,6,['KVKSEGMENT_13']
2962,0.6,17,['KVKSEGMENT_13']
2963,24.0,1,['E3B']
2964,0.55,25,['KVKSEGMENT_16']
2965,0.52,6,['KVKSEGMENT_18']
2966,24.0,1,['E3C']
2967,1.5,10,['KVKSEGMENT_14']
2968,0.76,13,['E3A']
2969,0.57,25,['KVKSEGMENT_14']
2973,0.5,6,['KVKSEGMENT_1']
2974,2.67,16,['KVKSEGMENT_8']
2977,24.0,1,['KVKSEGMENT_18']
2978,24.0,1,['KVKSEGMENT_8']
2980,84.11,3,['KVKSEGMENT_8']
2981,0.6,17,['E3A']
2982,3.0,11,['KVKSEGMENT_19']
2983,8.0,7,['KVKSEGMENT_20']
2984,2.18,20,['KVKSEGMENT_15']
2985,24.0,1,['KVKSEGMENT_1']
2987,24.0,1,['KVKSEGMENT_4']
2988,2.0,9,['E3C']
2991,0.5,6,['KVKSEGMENT_8']
2993,0.61,17,['E3A']
2995,24.0,1,['E3A']
2998,0.5,6,['KVKSEGMENT_8']
3000,0.51,6,['E3A']
3007,12.0,2,['E3B']
3010,2.67,16,['KVKSEGMENT_4']
3012,24.0,1,['E3A']
3013,1.13,14,['KVKSEGMENT_18']
3014,24.0,1,['KVKSEGMENT_17']
3015,24.0,1,['KVKSEGMENT_14']
