Customer,Spectral Frequency,K-means cluster,Profiles
4023,0.6,17,['KVKSEGMENT_14']
4024,24.0,1,['E3B']
4027,0.75,13,['E3A']
4029,24.0,1,['KVKSEGMENT_4']
4030,24.0,1,['E3B']
4031,6.0,4,['KVKSEGMENT_13']
4032,24.0,1,['KVKSEGMENT_13']
4037,24.0,1,['KVKSEGMENT_8']
4040,0.6,17,['E3A']
4041,0.57,25,['E3C']
4043,4.0,8,['KVKSEGMENT_1']
4044,0.51,6,['KVKSEGMENT_10']
4046,6.0,4,['E3B']
4047,12.0,2,['E3C']
4048,1.41,10,['KVKSEGMENT_18']
4050,24.0,1,['KVKSEGMENT_11']
4051,0.56,25,['E3A']
4052,1.25,19,['KVKSEGMENT_17']
4053,24.0,1,['E3B']
4054,0.61,17,['KVKSEGMENT_10']
4057,0.57,25,['E3A']
4059,0.63,22,['KVKSEGMENT_17']
4060,0.51,6,['KVKSEGMENT_10']
4061,0.8,13,['E3B']
4063,0.52,6,['KVKSEGMENT_13']
4064,0.5,6,['E3A']
4065,0.6,17,['KVKSEGMENT_8']
4066,2.22,20,['E3A']
4067,0.51,6,['KVKSEGMENT_17']
4071,0.5,6,['KVKSEGMENT_1']
4072,2.0,9,['KVKSEGMENT_8']
4075,2.4,5,['KVKSEGMENT_2']
4076,0.5,6,['E3A']
4077,0.53,6,['KVKSEGMENT_10']
4079,0.51,6,['KVKSEGMENT_10']
4080,0.53,6,['E3C']
4081,0.76,13,['KVKSEGMENT_16']
4082,24.0,1,['E3C']
4083,1.33,19,['KVKSEGMENT_4']
4086,0.55,25,['E3B']
4087,24.0,1,['E3B']
4088,24.0,1,['KVKSEGMENT_8']
4089,12.0,2,['E3A']
4091,0.63,22,['KVKSEGMENT_19']
4092,1.33,19,['KVKSEGMENT_18']
4095,0.59,17,['E3D']
4096,6.0,4,['KVKSEGMENT_4']
4097,0.5,6,['E3C']
4099,0.92,21,['KVKSEGMENT_8']
4101,0.53,6,['KVKSEGMENT_1']
4102,1.0,0,['E3A']
4103,24.0,1,['E3B']
4104,24.0,1,['KVKSEGMENT_4']
4106,1.2,14,['KVKSEGMENT_8']
4107,0.57,25,['KVKSEGMENT_12']
4111,1.71,18,['KVKSEGMENT_14']
4113,0.53,6,['KVKSEGMENT_16']
4114,24.0,1,['KVKSEGMENT_19']
4115,0.57,25,['KVKSEGMENT_1']
4116,0.52,6,['E3A']
4118,24.0,1,['E3B']
4119,0.54,25,['E3A']
4122,24.0,1,['KVKSEGMENT_4']
4123,0.55,25,['KVKSEGMENT_12']
4124,24.0,1,['E3A']
4126,0.5,6,['KVKSEGMENT_13']
4127,1.0,0,['KVKSEGMENT_8']
4128,24.0,1,['E3B']
4129,24.0,1,['E3B']
4130,4.8,12,['KVKSEGMENT_6']
4131,1.71,18,['KVKSEGMENT_18']
4132,0.5,6,['KVKSEGMENT_16']
4133,6.0,4,['E3C']
4134,1.5,10,['E3A']
4135,24.0,1,['KVKSEGMENT_8']
4137,0.75,13,['KVKSEGMENT_8']
4140,24.0,1,['E3A']
4141,0.53,6,['KVKSEGMENT_18']
4143,8.0,7,['KVKSEGMENT_1']
4144,0.52,6,['KVKSEGMENT_1']
4146,1.0,0,['E3B']
4147,24.0,1,['KVKSEGMENT_19']
4148,0.52,6,['E3C']
4149,24.0,1,['E3A']
4150,24.0,1,['KVKSEGMENT_8']
4151,24.0,1,['E3B']
4152,0.52,6,['E3C']
4153,12.0,2,['E3A']
4154,2.0,9,['E3C']
4155,0.53,6,['KVKSEGMENT_13']
4156,24.0,1,['KVKSEGMENT_4']
4157,6.0,4,['KVKSEGMENT_8']
4158,24.0,1,['KVKSEGMENT_10']
4159,0.6,17,['KVKSEGMENT_12']
4161,0.56,25,['KVKSEGMENT_20']
4162,24.0,1,['KVKSEGMENT_1']
4163,0.5,6,['KVKSEGMENT_8']
4165,12.0,2,['E3A']
4166,0.52,6,['E3B']
4167,2.4,5,['KVKSEGMENT_8']
4168,0.54,25,['KVKSEGMENT_10']
4169,24.0,1,['E3A']
4170,0.5,6,['KVKSEGMENT_16']
4171,24.0,1,['KVKSEGMENT_1']
4173,1.26,19,['E3A']
4174,0.51,6,['KVKSEGMENT_14']
4175,24.0,1,['E3C']
4176,12.0,2,['KVKSEGMENT_2']
4177,0.51,6,['KVKSEGMENT_10']
4178,1.2,14,['KVKSEGMENT_1']
4179,0.51,6,['KVKSEGMENT_18']
4180,0.5,6,['E3C']
4181,1.0,0,['E3C']
4182,24.0,1,['KVKSEGMENT_2']
4183,1.51,10,['KVKSEGMENT_13']
4185,0.54,25,['E3A']
4186,24.0,1,['KVKSEGMENT_8']
4188,0.71,13,['KVKSEGMENT_1']
4189,11.98,2,['E3A']
4190,24.0,1,['KVKSEGMENT_18']
4191,1.33,19,['KVKSEGMENT_1']
4192,0.5,6,['E3C']
4194,0.55,25,['KVKSEGMENT_16']
4195,0.53,6,['E3A']
4196,24.0,1,['E3A']
4200,24.0,1,['KVKSEGMENT_4']
4201,24.0,1,['KVKSEGMENT_13']
4202,1.0,0,['KVKSEGMENT_8']
4203,0.57,25,['KVKSEGMENT_10']
4204,0.52,6,['KVKSEGMENT_11']
4205,1.0,0,['KVKSEGMENT_14']
4206,0.75,13,['E3C']
4208,24.0,1,['E3B']
4209,0.55,25,['E3B']
4210,0.63,22,['E3B']
4211,1.06,0,['E3A']
4213,0.5,6,['KVKSEGMENT_1']
4214,0.53,6,['E3A']
4216,12.0,2,['KVKSEGMENT_15']
4217,24.0,1,['E3B']
4220,0.5,6,['KVKSEGMENT_13']
4222,0.53,6,['E3B']
4224,12.0,2,['KVKSEGMENT_1']
4227,24.0,1,['E3D']
4228,0.5,6,['KVKSEGMENT_18']
4231,1.5,10,['KVKSEGMENT_8']
4233,2.0,9,['KVKSEGMENT_8']
4234,24.0,1,['KVKSEGMENT_14']
4235,0.6,17,['KVKSEGMENT_8']
4236,1.0,0,['KVKSEGMENT_4']
4239,0.51,6,['KVKSEGMENT_12']
4240,24.0,1,['E3B']
4241,8.0,7,['E3C']
4243,0.52,6,['KVKSEGMENT_16']
4244,24.0,1,['E3C']
4245,0.51,6,['E3A']
4246,24.0,1,['E3D']
4249,2.4,5,['E3C']
4250,1.14,14,['KVKSEGMENT_1']
4253,24.0,1,['KVKSEGMENT_14']
4254,1.33,19,['E3A']
4255,0.53,6,['KVKSEGMENT_7']
4259,6.0,4,['KVKSEGMENT_1']
4261,0.65,22,['E3B']
4262,1.04,0,['KVKSEGMENT_16']
4263,12.0,2,['E3A']
4264,0.5,6,['E3B']
4266,0.51,6,['E3A']
4268,0.75,13,['E3B']
4270,0.96,0,['KVKSEGMENT_10']
4272,12.0,2,['E3B']
4273,2.0,9,['KVKSEGMENT_20']
4274,24.0,1,['E3C']
4275,24.0,1,['KVKSEGMENT_14']
4276,0.55,25,['KVKSEGMENT_19']
4277,24.0,1,['E3B']
4279,24.0,1,['KVKSEGMENT_1']
4281,24.0,1,['KVKSEGMENT_20']
4283,24.0,1,['E3B']
4286,0.53,6,['KVKSEGMENT_17']
4287,24.0,1,['E3C']
4288,6.0,4,['KVKSEGMENT_1']
4290,6.0,4,['E3B']
4294,1.0,0,['E3A']
4295,24.0,1,['KVKSEGMENT_1']
4296,0.57,25,['E3A']
4297,6.0,4,['KVKSEGMENT_19']
4298,0.5,6,['E3A']
4300,24.0,1,['KVKSEGMENT_8']
4301,2.0,9,['KVKSEGMENT_8']
4303,24.0,1,['E3A']
4304,2.0,9,['KVKSEGMENT_4']
4306,0.8,13,['E3B']
4307,0.51,6,['KVKSEGMENT_20']
4308,0.5,6,['E3C']
4310,24.0,1,['E3B']
4311,3.0,11,['KVKSEGMENT_8']
4312,2.4,5,['KVKSEGMENT_1']
4314,0.53,6,['E3D']
4315,2.4,5,['KVKSEGMENT_4']
4316,0.52,6,['KVKSEGMENT_1']
4317,24.0,1,['KVKSEGMENT_13']
4319,0.51,6,['E3B']
4322,12.0,2,['KVKSEGMENT_1']
4323,24.0,1,['E3B']
4324,0.5,6,['KVKSEGMENT_12']
4325,12.0,2,['KVKSEGMENT_16']
4330,24.0,1,['KVKSEGMENT_16']
4331,24.0,1,['E3A']
4333,24.0,1,['KVKSEGMENT_18']
4334,24.0,1,['KVKSEGMENT_1']
4335,24.0,1,['E3C']
4336,0.5,6,['E3C']
4339,24.0,1,['KVKSEGMENT_1']
4341,0.76,13,['E3A']
4343,0.6,17,['KVKSEGMENT_16']
4345,24.0,1,['E3B']
4346,0.5,6,['E3A']
4347,2.4,5,['E3A']
4348,6.0,4,['KVKSEGMENT_13']
4350,0.55,25,['KVKSEGMENT_5']
4352,24.0,1,['E3A']
4354,6.0,4,['KVKSEGMENT_4']
4356,0.51,6,['KVKSEGMENT_18']
4358,0.86,21,['KVKSEGMENT_8']
4359,0.5,6,['KVKSEGMENT_20']
4361,0.54,25,['E3C']
4363,24.0,1,['KVKSEGMENT_4']
4365,0.62,17,['E3B']
4367,0.5,6,['E3A']
4369,24.0,1,['E3C']
4370,0.6,17,['E3D']
4371,12.0,2,['E3A']
4372,0.5,6,['KVKSEGMENT_8']
4375,0.5,6,['KVKSEGMENT_2']
4376,6.0,4,['KVKSEGMENT_7']
4378,24.0,1,['KVKSEGMENT_20']
4379,24.0,1,['KVKSEGMENT_12']
4380,24.0,1,['KVKSEGMENT_1']
4381,24.0,1,['E3C']
4382,2.0,9,['E3A']
4383,0.52,6,['KVKSEGMENT_2']
4384,24.0,1,['KVKSEGMENT_1']
4385,0.59,17,['E3D']
4387,0.5,6,['KVKSEGMENT_4']
4389,0.51,6,['E3A']
4390,0.51,6,['E3A']
4391,2.0,9,['KVKSEGMENT_8']
4393,0.51,6,['E3A']
4394,0.5,6,['E3B']
4396,24.0,1,['KVKSEGMENT_14']
4397,2.0,9,['KVKSEGMENT_18']
4398,1.0,0,['KVKSEGMENT_14']
4399,12.0,2,['KVKSEGMENT_1']
4400,1.17,14,['E3A']
4402,1.33,19,['KVKSEGMENT_18']
4404,24.0,1,['KVKSEGMENT_4']
4405,24.0,1,['E3B']
4406,24.0,1,['E3B']
4407,24.0,1,['KVKSEGMENT_4']
4408,0.54,25,['KVKSEGMENT_16']
4409,1.0,0,['KVKSEGMENT_14']
4410,0.78,13,['KVKSEGMENT_16']
4412,0.5,6,['KVKSEGMENT_2']
4413,24.0,1,['KVKSEGMENT_1']
4415,24.0,1,['KVKSEGMENT_16']
4418,24.0,1,['E3B']
4420,24.0,1,['E3C']
4424,24.0,1,['E3B']
4425,0.66,22,['KVKSEGMENT_20']
4426,24.0,1,['KVKSEGMENT_19']
4427,24.0,1,['KVKSEGMENT_12']
4430,24.0,1,['KVKSEGMENT_1']
4431,0.51,6,['E3A']
4433,0.5,6,['KVKSEGMENT_8']
4434,1.14,14,['E3C']
4435,0.71,13,['KVKSEGMENT_10']
4436,0.61,17,['KVKSEGMENT_11']
4438,0.54,25,['E3B']
4439,24.0,1,['E3A']
4440,0.59,17,['KVKSEGMENT_18']
4443,0.51,6,['KVKSEGMENT_18']
4444,24.0,1,['E3B']
4445,4.0,8,['KVKSEGMENT_8']
4446,24.0,1,['E3A']
4447,24.0,1,['KVKSEGMENT_4']
4448,0.53,6,['KVKSEGMENT_16']
4449,0.51,6,['KVKSEGMENT_10']
4450,24.0,1,['KVKSEGMENT_18']
4451,24.0,1,['KVKSEGMENT_4']
4453,0.5,6,['E3A']
4455,0.5,6,['E3A']
4456,24.0,1,['KVKSEGMENT_16']
4457,24.0,1,['E3B']
4458,12.0,2,['KVKSEGMENT_16']
4461,24.0,1,['E3A']
4462,0.75,13,['KVKSEGMENT_2']
4464,0.89,21,['E3B']
4465,0.5,6,['KVKSEGMENT_13']
4467,0.59,17,['KVKSEGMENT_10']
4468,0.67,22,['KVKSEGMENT_8']
4471,0.51,6,['KVKSEGMENT_16']
4472,24.0,1,['E3A']
4473,24.0,1,['E3B']
4476,24.0,1,['KVKSEGMENT_14']
4478,8.0,7,['KVKSEGMENT_6']
4479,24.0,1,['E3A']
4480,24.0,1,['KVKSEGMENT_13']
4481,24.0,1,['KVKSEGMENT_16']
4482,0.56,25,['E3A']
4483,1.0,0,['KVKSEGMENT_8']
4484,24.0,1,['KVKSEGMENT_8']
4485,24.0,1,['E3B']
4487,0.5,6,['KVKSEGMENT_8']
4488,1.04,0,['E3A']
4490,0.58,17,['KVKSEGMENT_15']
4491,0.55,25,['E3A']
4492,24.0,1,['KVKSEGMENT_10']
4493,0.67,22,['E3B']
4494,1.33,19,['KVKSEGMENT_1']
4495,24.0,1,['KVKSEGMENT_8']
4496,8.0,7,['E3B']
4498,24.0,1,['E3C']
4499,1.34,19,['E3B']
4500,24.0,1,['E3A']
4501,24.0,1,['KVKSEGMENT_14']
4503,24.0,1,['KVKSEGMENT_8']
4504,24.0,1,['E3C']
4505,6.0,4,['E3B']
4506,24.0,1,['KVKSEGMENT_20']
4507,24.0,1,['E3B']
4508,0.5,6,['KVKSEGMENT_8']
4509,24.0,1,['KVKSEGMENT_4']
4510,24.0,1,['KVKSEGMENT_1']
4511,0.54,25,['E3B']
4516,0.51,6,['KVKSEGMENT_14']
4517,24.0,1,['KVKSEGMENT_16']
4518,0.57,25,['KVKSEGMENT_15']
4519,0.51,6,['KVKSEGMENT_2']
4520,0.53,6,['KVKSEGMENT_16']
4521,0.5,6,['KVKSEGMENT_18']
4522,0.58,17,['KVKSEGMENT_11']
4523,4.8,12,['E3B']
4524,24.0,1,['KVKSEGMENT_4']
4525,24.0,1,['E3B']
4528,0.52,6,['E3B']
4529,24.0,1,['KVKSEGMENT_1']
4530,0.51,6,['KVKSEGMENT_10']
4532,0.5,6,['KVKSEGMENT_11']
4533,24.0,1,['KVKSEGMENT_10']
4534,24.0,1,['E3A']
4535,24.0,1,['E3B']
4536,0.59,17,['KVKSEGMENT_1']
4539,0.54,25,['KVKSEGMENT_4']
4540,2.67,16,['E3A']
4541,11.98,2,['KVKSEGMENT_16']
4542,1.41,10,['KVKSEGMENT_4']
4543,1.19,14,['E3A']
4544,2.67,16,['KVKSEGMENT_18']
4545,0.54,25,['KVKSEGMENT_10']
4547,0.5,6,['E3C']
4548,12.0,2,['KVKSEGMENT_10']
4549,0.52,6,['E3B']
4550,0.56,25,['KVKSEGMENT_15']
4553,24.0,1,['E3D']
4555,0.61,17,['E3B']
4558,24.0,1,['E3C']
4561,0.92,21,['KVKSEGMENT_10']
4562,3.43,15,['E3C']
4563,0.5,6,['KVKSEGMENT_14']
4565,24.0,1,['E3B']
4566,0.93,21,['KVKSEGMENT_10']
4567,0.58,17,['KVKSEGMENT_18']
4568,0.53,6,['E3B']
4569,12.0,2,['KVKSEGMENT_2']
4570,0.5,6,['KVKSEGMENT_14']
4571,0.5,6,['E3B']
4574,24.0,1,['KVKSEGMENT_1']
4575,12.0,2,['E3B']
4577,1.2,14,['KVKSEGMENT_4']
4582,24.0,1,['KVKSEGMENT_18']
4583,1.0,0,['E3D']
4584,24.0,1,['E3B']
4585,24.0,1,['E3A']
4586,0.5,6,['KVKSEGMENT_16']
4587,3.0,11,['KVKSEGMENT_8']
4589,0.53,6,['E3D']
4591,24.0,1,['KVKSEGMENT_15']
4592,0.58,17,['E3A']
4594,24.0,1,['KVKSEGMENT_13']
4595,0.75,13,['KVKSEGMENT_8']
4596,0.86,21,['E3A']
4597,24.0,1,['KVKSEGMENT_13']
4598,1.33,19,['E3C']
4600,24.0,1,['E3A']
4602,0.55,25,['E3A']
4607,0.55,25,['E3A']
4608,1.41,10,['E3B']
4609,24.0,1,['E3A']
4611,24.0,1,['E3C']
4612,0.52,6,['KVKSEGMENT_13']
4613,24.0,1,['KVKSEGMENT_12']
4614,0.51,6,['E3C']
4615,7.99,7,['E3A']
4616,0.71,13,['E3A']
4625,0.92,21,['E3B']
4626,24.0,1,['E3C']
4627,1.17,14,['KVKSEGMENT_1']
4629,0.67,22,['KVKSEGMENT_7']
4631,24.0,1,['KVKSEGMENT_1']
4633,24.0,1,['E3A']
4634,0.51,6,['KVKSEGMENT_12']
4635,0.52,6,['E3C']
4637,24.0,1,['E3A']
4639,24.0,1,['KVKSEGMENT_8']
4640,24.0,1,['KVKSEGMENT_17']
4641,0.5,6,['E3A']
4642,1.14,14,['KVKSEGMENT_14']
4645,0.52,6,['KVKSEGMENT_10']
4646,0.57,25,['KVKSEGMENT_2']
4647,24.0,1,['E3A']
4649,0.5,6,['E3A']
4651,24.0,1,['KVKSEGMENT_8']
4652,24.0,1,['E3A']
4655,2.0,9,['KVKSEGMENT_4']
4657,24.0,1,['E3C']
4658,0.52,6,['E3D']
4660,0.6,17,['E3A']
4661,0.52,6,['KVKSEGMENT_6']
4662,24.0,1,['E3D']
4663,24.0,1,['KVKSEGMENT_8']
4664,1.85,24,['E3C']
4665,0.67,22,['KVKSEGMENT_1']
4666,24.0,1,['KVKSEGMENT_8']
4667,24.0,1,['E3B']
4670,24.0,1,['KVKSEGMENT_13']
4671,24.0,1,['KVKSEGMENT_4']
4672,24.0,1,['KVKSEGMENT_18']
4673,0.86,21,['KVKSEGMENT_8']
4674,24.0,1,['KVKSEGMENT_1']
4675,0.57,25,['E3B']
4677,24.0,1,['KVKSEGMENT_4']
4679,0.61,17,['KVKSEGMENT_8']
4680,0.5,6,['KVKSEGMENT_8']
4682,24.0,1,['KVKSEGMENT_1']
4683,0.56,25,['E3D']
4685,24.0,1,['E3A']
4688,24.0,1,['E3A']
4689,24.0,1,['E3A']
4690,6.0,4,['KVKSEGMENT_12']
4691,24.0,1,['KVKSEGMENT_8']
4692,24.0,1,['E3A']
4693,24.0,1,['E3C']
4694,24.0,1,['KVKSEGMENT_8']
4696,24.0,1,['E3A']
4699,1.2,14,['E3C']
4700,12.0,2,['KVKSEGMENT_18']
4702,24.0,1,['E3A']
4703,24.0,1,['KVKSEGMENT_18']
4706,24.0,1,['KVKSEGMENT_9']
4707,12.0,2,['KVKSEGMENT_17']
4708,24.0,1,['KVKSEGMENT_7']
4709,24.0,1,['KVKSEGMENT_4']
4710,24.0,1,['E3C']
4711,24.0,1,['KVKSEGMENT_14']
4712,24.0,1,['E3C']
4713,0.5,6,['KVKSEGMENT_14']
4714,0.57,25,['KVKSEGMENT_12']
4718,24.0,1,['KVKSEGMENT_16']
4719,12.0,2,['E3A']
4720,24.0,1,['E3B']
4721,12.0,2,['KVKSEGMENT_13']
4723,0.54,25,['E3A']
4724,0.7,22,['KVKSEGMENT_13']
4726,24.0,1,['KVKSEGMENT_12']
4727,0.57,25,['E3A']
4729,0.55,25,['KVKSEGMENT_4']
4730,24.0,1,['E3A']
4731,0.52,6,['E3A']
4732,24.0,1,['KVKSEGMENT_1']
4736,0.55,25,['KVKSEGMENT_14']
4737,1.0,0,['E3C']
4738,0.5,6,['E3C']
4740,0.67,22,['E3A']
4741,24.0,1,['KVKSEGMENT_2']
4742,24.0,1,['E3C']
4743,12.0,2,['KVKSEGMENT_1']
4746,12.0,2,['KVKSEGMENT_16']
4749,24.0,1,['KVKSEGMENT_14']
4750,0.5,6,['E3C']
4752,0.5,6,['E3C']
4754,24.0,1,['KVKSEGMENT_8']
4755,24.0,1,['E3C']
4756,0.65,22,['KVKSEGMENT_16']
4758,2.0,9,['KVKSEGMENT_8']
4761,0.52,6,['KVKSEGMENT_6']
4762,24.0,1,['E3A']
4763,24.0,1,['E3C']
4764,12.0,2,['KVKSEGMENT_20']
4765,0.68,22,['E3B']
4766,0.55,25,['KVKSEGMENT_6']
4767,24.0,1,['KVKSEGMENT_4']
4768,0.54,25,['E3D']
4769,24.0,1,['KVKSEGMENT_1']
4771,0.52,6,['E3B']
4772,24.0,1,['E3C']
4773,12.0,2,['E3C']
4774,24.0,1,['KVKSEGMENT_20']
4775,1.2,14,['KVKSEGMENT_8']
4776,0.86,21,['E3B']
4777,24.0,1,['KVKSEGMENT_13']
4778,2.18,20,['E3C']
4780,24.0,1,['KVKSEGMENT_1']
4781,24.0,1,['E3B']
4782,0.67,22,['KVKSEGMENT_8']
4786,24.0,1,['E3B']
4789,24.0,1,['E3C']
4790,24.0,1,['E3B']
4791,6.0,4,['KVKSEGMENT_4']
4793,0.5,6,['KVKSEGMENT_1']
4794,0.53,6,['E3C']
4795,1.26,19,['KVKSEGMENT_16']
4798,0.71,13,['E3A']
4799,0.53,6,['E3A']
4800,24.0,1,['E3B']
4802,8.0,7,['KVKSEGMENT_19']
4803,24.0,1,['KVKSEGMENT_13']
4804,0.56,25,['E3A']
4808,12.0,2,['KVKSEGMENT_19']
4811,0.86,21,['KVKSEGMENT_1']
4812,24.0,1,['KVKSEGMENT_10']
4813,0.5,6,['E3C']
4814,24.0,1,['E3A']
4816,24.0,1,['KVKSEGMENT_8']
4818,24.0,1,['E3B']
4821,0.5,6,['E3A']
4822,0.59,17,['KVKSEGMENT_2']
4823,0.6,17,['E3B']
4825,3.43,15,['E3B']
4826,0.5,6,['E3A']
4828,24.0,1,['E3A']
4829,24.0,1,['E3C']
4830,24.0,1,['KVKSEGMENT_1']
4832,12.0,2,['E3A']
4833,24.0,1,['KVKSEGMENT_19']
4834,0.55,25,['KVKSEGMENT_17']
4836,24.0,1,['KVKSEGMENT_8']
4837,6.0,4,['KVKSEGMENT_1']
4841,0.5,6,['E3C']
4842,24.0,1,['E3C']
4843,24.0,1,['KVKSEGMENT_8']
4844,0.51,6,['KVKSEGMENT_13']
4846,4.0,8,['E3C']
4847,24.0,1,['E3A']
4848,0.5,6,['E3C']
4850,24.0,1,['E3C']
4852,0.64,22,['E3C']
4853,0.51,6,['E3B']
4855,0.57,25,['E3A']
4856,24.0,1,['KVKSEGMENT_4']
4857,1.33,19,['KVKSEGMENT_2']
4858,1.0,0,['KVKSEGMENT_8']
4861,24.0,1,['KVKSEGMENT_13']
4862,24.0,1,['KVKSEGMENT_17']
4863,24.0,1,['KVKSEGMENT_13']
4864,1.0,0,['KVKSEGMENT_14']
4865,24.0,1,['KVKSEGMENT_1']
4866,2.0,9,['KVKSEGMENT_16']
4867,24.0,1,['KVKSEGMENT_1']
4869,0.98,0,['KVKSEGMENT_9']
4870,24.0,1,['KVKSEGMENT_14']
4871,24.0,1,['E3C']
4872,24.0,1,['E3B']
4874,8.0,7,['KVKSEGMENT_16']
4875,12.0,2,['KVKSEGMENT_16']
4876,1.71,18,['KVKSEGMENT_8']
4877,24.0,1,['KVKSEGMENT_8']
4880,1.21,14,['KVKSEGMENT_16']
4881,1.0,0,['E3C']
4883,0.51,6,['E3C']
4884,0.6,17,['E3A']
4885,24.0,1,['KVKSEGMENT_1']
4886,24.0,1,['KVKSEGMENT_15']
4888,8.0,7,['E3A']
4890,0.56,25,['E3C']
4891,24.0,1,['KVKSEGMENT_15']
4893,0.61,17,['E3A']
4895,0.53,6,['E3B']
4896,0.59,17,['KVKSEGMENT_12']
4897,1.0,0,['KVKSEGMENT_14']
4900,0.5,6,['E3B']
4902,0.52,6,['E3D']
4903,24.0,1,['KVKSEGMENT_8']
4905,24.0,1,['KVKSEGMENT_1']
4907,24.0,1,['KVKSEGMENT_14']
4911,8.0,7,['E3A']
4912,0.52,6,['KVKSEGMENT_20']
4913,0.5,6,['KVKSEGMENT_16']
4914,24.0,1,['KVKSEGMENT_1']
4915,24.0,1,['KVKSEGMENT_10']
4917,24.0,1,['E3A']
4918,24.0,1,['E3B']
4919,0.5,6,['E3C']
4920,1.0,0,['KVKSEGMENT_2']
4921,24.0,1,['KVKSEGMENT_12']
4923,0.5,6,['KVKSEGMENT_4']
4925,24.0,1,['KVKSEGMENT_10']
4926,1.0,0,['KVKSEGMENT_1']
4928,24.0,1,['KVKSEGMENT_7']
4929,3.0,11,['KVKSEGMENT_14']
4930,24.0,1,['KVKSEGMENT_1']
4933,1.25,19,['E3B']
4934,1.33,19,['KVKSEGMENT_8']
4935,24.0,1,['E3A']
4937,1.0,0,['KVKSEGMENT_16']
4938,24.0,1,['E3C']
4939,1.0,0,['KVKSEGMENT_14']
4942,24.0,1,['KVKSEGMENT_8']
4943,24.0,1,['KVKSEGMENT_18']
4944,0.53,6,['E3A']
4945,1.19,14,['E3C']
4946,24.0,1,['KVKSEGMENT_16']
4947,2.0,9,['KVKSEGMENT_8']
4948,0.5,6,['E3C']
4949,1.85,24,['KVKSEGMENT_4']
4950,24.0,1,['KVKSEGMENT_1']
4953,0.51,6,['E3A']
4954,1.71,18,['E3A']
4957,24.0,1,['KVKSEGMENT_9']
4959,24.0,1,['KVKSEGMENT_10']
4960,24.0,1,['E3B']
4961,12.0,2,['KVKSEGMENT_1']
4963,0.54,25,['E3B']
4964,24.0,1,['E3B']
4965,0.68,22,['KVKSEGMENT_4']
4966,24.0,1,['KVKSEGMENT_1']
4969,12.0,2,['KVKSEGMENT_19']
4970,24.0,1,['E3C']
4971,0.53,6,['KVKSEGMENT_1']
4972,24.0,1,['E3B']
4973,24.0,1,['E3A']
4974,0.5,6,['E3B']
4976,0.6,17,['KVKSEGMENT_1']
4977,24.0,1,['KVKSEGMENT_9']
4980,0.5,6,['E3B']
4981,24.0,1,['KVKSEGMENT_4']
4982,12.0,2,['KVKSEGMENT_4']
4983,24.0,1,['KVKSEGMENT_8']
4984,0.6,17,['E3C']
4985,0.55,25,['KVKSEGMENT_6']
4986,24.0,1,['E3C']
4990,0.92,21,['KVKSEGMENT_18']
4991,12.0,2,['KVKSEGMENT_16']
4992,24.0,1,['KVKSEGMENT_13']
4993,0.89,21,['KVKSEGMENT_4']
4995,24.0,1,['E3B']
4997,0.5,6,['KVKSEGMENT_16']
5000,0.53,6,['E3A']
